Location,Tv,Air_conditioner,Refrigerator,Water_heater,Modern_Wardrobe,Back_up_power_supply,Gym,Elevator,Modernized_bathrooms,Room size,Number of people in a room,Historical pricing data,Current Price
Campus,Yes,Yes,No,No,Yes,No,Yes,Yes,No,4,4,3040,4864.0
Tech junction,Yes,No,No,No,No,No,Yes,Yes,No,3,3,3900,5070.0
Newsite,Yes,No,No,No,No,Yes,No,Yes,No,4,4,2950,3245.0000000000005
Boadi,No,Yes,Yes,No,Yes,Yes,No,No,No,2,2,4390,5707.0
Campus,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,2,4510,7216.0
Bomsu,Yes,No,No,No,No,Yes,No,No,No,4,4,2750,3025.0000000000005
Bomsu,Yes,No,No,Yes,Yes,No,No,Yes,No,1,1,6400,7040.000000000001
Ayeduase,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4,4,3230,4845.0
Ayeduase,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,3,3950,5925.0
Kotei,No,No,Yes,No,No,No,No,Yes,No,2,2,4300,6020.0
Boadi,No,Yes,No,Yes,No,No,No,Yes,Yes,3,3,3980,5174.0
Ayeduase,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,2,4720,7080.0
Atonsu,Yes,No,No,Yes,No,No,Yes,No,No,1,1,6260,8138.0
Tech junction,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,3,3,4220,5486.0
Bomsu,Yes,No,Yes,No,Yes,No,No,Yes,No,2,2,4440,4884.0
Ayeduase,No,Yes,No,No,No,Yes,Yes,No,No,2,2,4350,6525.0
Tech junction,No,No,No,No,Yes,Yes,Yes,No,No,3,3,3790,4927.0
Ayeduase,Yes,Yes,No,No,Yes,No,Yes,No,No,2,2,4340,6510.0
Atonsu,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,4,4,3100,4030.0
Tech junction,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,4,3120,4056.0
Boadi,No,No,No,No,No,Yes,No,No,Yes,4,4,2770,3601.0
Boadi,No,Yes,Yes,No,No,Yes,Yes,No,No,4,4,2950,3835.0
Kotei,Yes,No,Yes,Yes,Yes,Yes,No,No,No,3,3,3950,5530.0
Atonsu,Yes,No,No,No,Yes,No,No,Yes,No,1,1,6340,8242.0
Ayeduase,No,Yes,No,No,No,No,Yes,No,No,1,1,6200,9300.0
Atonsu,No,No,No,No,Yes,No,No,No,Yes,3,3,3660,4758.0
Campus,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,2,2,4650,7440.0
Campus,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,1,1,6520,10432.0
Atonsu,No,Yes,No,Yes,No,Yes,No,No,No,3,3,3810,4953.0
Atonsu,No,Yes,No,Yes,No,No,Yes,Yes,No,4,4,2960,3848.0
Atonsu,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,4,3270,4251.0
Tech junction,No,No,Yes,No,No,No,Yes,No,Yes,1,1,6320,8216.0
Bomsu,Yes,No,No,Yes,Yes,No,No,Yes,Yes,4,4,3020,3322.0000000000005
Campus,No,No,No,No,Yes,Yes,Yes,No,Yes,3,3,3910,6256.0
Atonsu,No,Yes,Yes,Yes,No,Yes,No,Yes,No,2,2,4610,5993.0
Newsite,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,1,1,6570,7227.000000000001
Campus,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,4,4,3180,5088.0
Boadi,No,No,No,Yes,No,No,Yes,No,No,4,4,2660,3458.0
Atonsu,Yes,No,No,Yes,No,No,Yes,Yes,No,3,3,3960,5148.0
Bomsu,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,4,4,3180,3498.0000000000005
Ayeduase,Yes,No,Yes,Yes,No,Yes,Yes,No,No,4,4,3010,4515.0
Campus,No,Yes,Yes,No,Yes,No,Yes,Yes,No,1,1,6540,10464.0
Kotei,Yes,No,No,No,Yes,No,Yes,No,No,3,3,3740,5236.0
Ayeduase,No,No,No,No,Yes,Yes,No,No,No,1,1,6190,9285.0
Kotei,No,Yes,No,No,No,Yes,No,No,Yes,1,1,6370,8918.0
Newsite,No,No,Yes,Yes,No,Yes,No,No,Yes,1,1,6430,7073.000000000001
Ayeduase,No,No,Yes,No,No,Yes,Yes,No,Yes,1,1,6470,9705.0
Campus,No,No,No,No,Yes,Yes,Yes,No,Yes,1,1,6410,10256.0
Atonsu,Yes,No,No,No,No,Yes,No,Yes,Yes,3,3,4070,5291.0
Newsite,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3,3,4370,4807.0
Kotei,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,2,2,4670,6538.0
Newsite,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,2,2,4630,5093.0
Atonsu,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,1,1,6580,8554.0
Campus,No,No,No,No,No,No,Yes,Yes,No,2,2,4300,6880.0
Newsite,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3,3,4050,4455.0
Campus,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,3,3,4270,6832.0
Tech junction,No,No,Yes,No,No,No,No,No,Yes,3,3,3720,4836.0
Bomsu,No,No,Yes,Yes,Yes,Yes,Yes,No,No,3,3,3950,4345.0
Atonsu,Yes,Yes,No,Yes,No,No,No,No,No,3,3,3760,4888.0
Tech junction,Yes,No,No,No,Yes,Yes,No,No,No,1,1,6290,8177.0
Atonsu,No,No,Yes,Yes,Yes,No,Yes,No,No,2,2,4300,5590.0
Campus,No,Yes,No,Yes,No,No,No,No,Yes,3,3,3780,6048.0
Kotei,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,3,3,4180,5852.0
Campus,No,Yes,No,Yes,Yes,Yes,Yes,No,No,3,3,3950,6320.0
Campus,Yes,Yes,No,No,Yes,No,No,No,No,2,2,4240,6784.0
Kotei,Yes,Yes,Yes,No,Yes,Yes,No,No,No,1,1,6490,9086.0
Boadi,No,Yes,No,No,No,No,Yes,Yes,Yes,1,1,6520,8476.0
Atonsu,No,No,Yes,Yes,No,No,No,No,No,4,4,2660,3458.0
Boadi,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3,3,4370,5681.0
Kotei,Yes,No,No,No,Yes,Yes,No,No,Yes,3,3,3910,5474.0
Atonsu,No,No,Yes,Yes,Yes,No,Yes,No,No,3,3,3800,4940.0
Ayeduase,Yes,No,Yes,Yes,No,Yes,No,Yes,No,2,2,4610,6915.0
Newsite,Yes,Yes,No,No,No,No,No,Yes,No,3,3,3900,4290.0
Boadi,No,Yes,No,Yes,No,Yes,No,No,Yes,4,4,2930,3809.0
Ayeduase,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1,1,6500,9750.0
Newsite,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,3,3,4180,4598.0
Newsite,Yes,Yes,No,No,No,Yes,No,No,No,2,2,4350,4785.0
Kotei,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,1,1,6560,9184.0
Ayeduase,Yes,Yes,No,Yes,No,No,No,No,No,2,2,4260,6390.0
Campus,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4,4,3130,5008.0
Kotei,No,Yes,No,Yes,No,Yes,No,Yes,No,3,3,4010,5614.0
Kotei,Yes,No,No,No,Yes,No,Yes,Yes,Yes,2,2,4560,6384.0
Atonsu,Yes,No,No,Yes,No,No,No,No,Yes,4,4,2780,3614.0
Boadi,Yes,No,Yes,Yes,Yes,No,No,No,Yes,4,4,2920,3796.0
Tech junction,No,Yes,Yes,No,Yes,No,No,No,Yes,2,2,4360,5668.0
Campus,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4,4,3150,5040.0
Boadi,No,No,No,Yes,No,No,Yes,Yes,Yes,4,4,2980,3874.0
Tech junction,No,No,No,No,Yes,No,No,No,No,2,2,4040,5252.0
Ayeduase,No,Yes,No,No,Yes,Yes,No,No,No,1,1,6290,9435.0
Kotei,No,Yes,No,No,No,Yes,No,No,Yes,1,1,6370,8918.0
Kotei,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,2,4870,6818.0
Tech junction,No,No,No,No,No,Yes,No,No,Yes,3,3,3770,4901.0
Tech junction,Yes,Yes,No,No,No,No,Yes,Yes,Yes,4,4,3120,4056.0
Kotei,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,4,4,3020,4228.0
Tech junction,Yes,Yes,Yes,Yes,No,No,No,No,Yes,3,3,3980,5174.0
Bomsu,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,3,3,4100,4510.0
Atonsu,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,4,3120,4056.0
Tech junction,No,No,No,No,Yes,Yes,Yes,Yes,Yes,2,2,4610,5993.0
Tech junction,Yes,Yes,Yes,No,No,No,Yes,Yes,No,2,2,4600,5980.0
Kotei,Yes,Yes,No,Yes,Yes,No,No,Yes,No,4,4,3000,4200.0
Atonsu,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4370,5681.0
Newsite,Yes,Yes,Yes,No,No,No,No,No,No,1,1,6300,6930.000000000001
Tech junction,No,Yes,No,Yes,No,No,No,Yes,No,2,2,4360,5668.0
Ayeduase,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2,2,4810,7215.0
Bomsu,No,Yes,No,Yes,Yes,No,Yes,Yes,No,1,1,6500,7150.000000000001
Kotei,Yes,No,No,Yes,No,Yes,No,No,No,2,2,4310,6034.0
Kotei,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,1,1,6620,9268.0
Ayeduase,No,No,Yes,No,No,Yes,No,Yes,Yes,2,2,4570,6855.0
Kotei,Yes,No,Yes,Yes,No,No,No,No,No,3,3,3760,5264.0
Atonsu,No,No,No,Yes,Yes,No,Yes,No,Yes,1,1,6320,8216.0
Boadi,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4770,6201.0
Atonsu,No,No,No,Yes,Yes,Yes,Yes,Yes,No,4,4,3050,3965.0
Ayeduase,Yes,No,Yes,Yes,No,No,No,Yes,Yes,2,2,4580,6870.0
Newsite,No,No,No,Yes,No,No,No,No,No,4,4,2560,2816.0
Atonsu,No,No,Yes,No,No,No,No,No,No,2,2,4100,5330.0
Ayeduase,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,4,3350,5025.0
Campus,Yes,No,Yes,Yes,No,No,Yes,Yes,No,2,2,4560,7296.0
Ayeduase,No,Yes,No,No,No,Yes,No,Yes,No,3,3,3950,5925.0
Campus,No,Yes,No,Yes,No,Yes,Yes,No,No,4,4,2910,4656.0
Newsite,Yes,No,Yes,Yes,No,No,No,No,Yes,3,3,3880,4268.0
Boadi,Yes,No,Yes,No,No,Yes,Yes,No,No,2,2,4450,5785.0
Campus,No,Yes,No,No,Yes,No,Yes,Yes,No,1,1,6440,10304.0
Boadi,No,Yes,Yes,No,Yes,No,No,No,Yes,4,4,2860,3718.0
Tech junction,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,3,3,4120,5356.0
Campus,No,No,No,Yes,Yes,No,No,Yes,No,3,3,3800,6080.0
Campus,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,1,1,6690,10704.0
Kotei,No,Yes,No,No,Yes,Yes,No,No,Yes,2,2,4410,6174.0
Newsite,No,Yes,No,Yes,No,No,No,Yes,No,2,2,4360,4796.0
Atonsu,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2,2,4690,6097.0
Campus,No,Yes,Yes,No,Yes,Yes,No,No,Yes,1,1,6510,10416.0
Bomsu,Yes,No,Yes,Yes,No,No,No,No,Yes,1,1,6380,7018.000000000001
Ayeduase,No,Yes,No,Yes,Yes,No,Yes,No,No,2,2,4300,6450.0
Campus,No,Yes,Yes,No,Yes,No,Yes,No,Yes,4,4,2960,4736.0
Atonsu,Yes,Yes,No,No,No,No,Yes,No,No,3,3,3800,4940.0
Campus,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,4,3150,5040.0
Kotei,Yes,No,Yes,No,No,No,Yes,Yes,Yes,1,1,6620,9268.0
Ayeduase,No,No,No,Yes,No,No,No,No,Yes,2,2,4180,6270.0
Campus,No,No,No,No,No,No,Yes,No,Yes,2,2,4220,6752.0
Ayeduase,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,3,3,4130,6195.0
Kotei,No,No,Yes,No,No,No,No,No,No,3,3,3600,5040.0
Bomsu,Yes,No,No,Yes,No,Yes,Yes,No,Yes,4,4,3030,3333.0000000000005
Kotei,No,Yes,No,No,Yes,No,Yes,Yes,Yes,2,2,4560,6384.0
Ayeduase,No,Yes,No,Yes,No,No,Yes,No,Yes,4,4,2880,4320.0
Atonsu,Yes,Yes,No,No,Yes,No,No,Yes,No,3,3,3940,5122.0
Ayeduase,No,Yes,No,Yes,No,Yes,No,No,No,4,4,2810,4215.0
Bomsu,No,Yes,Yes,Yes,No,No,Yes,No,Yes,2,2,4480,4928.0
Tech junction,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,3,3,4130,5369.0
Atonsu,No,Yes,Yes,No,No,No,Yes,No,No,1,1,6300,8190.0
Newsite,Yes,Yes,Yes,No,Yes,Yes,No,No,No,4,4,2990,3289.0000000000005
Campus,No,No,No,No,No,Yes,Yes,No,No,3,3,3750,6000.0
Tech junction,No,No,No,Yes,Yes,Yes,No,No,Yes,1,1,6370,8281.0
Tech junction,Yes,Yes,No,No,Yes,Yes,Yes,No,No,4,4,2990,3887.0
Campus,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,3,3,4170,6672.0
Kotei,No,Yes,No,Yes,No,Yes,No,No,Yes,2,2,4430,6202.0
Newsite,Yes,Yes,Yes,Yes,No,No,No,No,No,1,1,6360,6996.000000000001
Boadi,Yes,No,No,Yes,No,No,No,No,No,1,1,6160,8008.0
Boadi,Yes,Yes,No,No,Yes,No,No,Yes,No,2,2,4440,5772.0
Atonsu,No,Yes,Yes,No,No,Yes,Yes,No,Yes,4,4,3070,3991.0
Newsite,Yes,No,Yes,Yes,Yes,No,Yes,No,No,2,2,4400,4840.0
Newsite,No,Yes,No,Yes,Yes,No,No,Yes,No,3,3,3900,4290.0
Bomsu,Yes,Yes,No,No,Yes,No,Yes,No,No,2,2,4340,4774.0
Newsite,Yes,Yes,Yes,No,No,No,Yes,No,Yes,2,2,4520,4972.0
Kotei,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4,4,3190,4466.0
Campus,Yes,No,No,Yes,No,Yes,No,Yes,Yes,3,3,4130,6608.0
Kotei,No,Yes,Yes,Yes,Yes,No,Yes,No,No,4,4,2900,4059.9999999999995
Newsite,Yes,Yes,Yes,No,Yes,No,Yes,No,No,2,2,4440,4884.0
Boadi,Yes,Yes,No,Yes,No,No,No,Yes,No,3,3,3960,5148.0
Ayeduase,Yes,No,No,Yes,No,Yes,No,Yes,No,4,4,3010,4515.0
Ayeduase,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3,3,4250,6375.0
Tech junction,No,No,No,Yes,Yes,No,No,Yes,No,1,1,6300,8190.0
Newsite,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,3,3,4070,4477.0
Tech junction,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1,1,6570,8541.0
Newsite,No,Yes,Yes,Yes,No,No,Yes,No,Yes,1,1,6480,7128.000000000001
Bomsu,Yes,No,Yes,Yes,No,Yes,No,No,Yes,1,1,6530,7183.000000000001
Atonsu,No,Yes,Yes,No,No,Yes,Yes,No,Yes,1,1,6570,8541.0
Kotei,No,No,No,No,Yes,No,No,Yes,No,4,4,2740,3835.9999999999995
Boadi,Yes,No,Yes,No,Yes,No,Yes,No,No,4,4,2840,3692.0
Tech junction,No,No,Yes,Yes,No,No,No,Yes,Yes,1,1,6480,8424.0
Atonsu,No,No,Yes,No,No,Yes,Yes,Yes,Yes,1,1,6670,8671.0
Boadi,Yes,Yes,No,No,Yes,No,Yes,Yes,No,1,1,6540,8502.0
Newsite,Yes,Yes,No,Yes,No,No,No,Yes,No,4,4,2960,3256.0000000000005
Ayeduase,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,3,4070,6105.0
Tech junction,No,Yes,No,Yes,Yes,No,Yes,No,Yes,1,1,6420,8346.0
Newsite,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,4,4,3210,3531.0000000000005
Tech junction,Yes,Yes,No,No,No,No,Yes,Yes,Yes,1,1,6620,8606.0
Campus,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1,1,6680,10688.0
Atonsu,No,Yes,No,No,No,Yes,Yes,Yes,Yes,1,1,6670,8671.0
Bomsu,No,Yes,No,No,Yes,No,Yes,No,No,1,1,6240,6864.000000000001
Atonsu,No,No,No,No,No,Yes,Yes,Yes,No,2,2,4450,5785.0
Atonsu,No,No,Yes,Yes,No,Yes,Yes,No,No,4,4,2910,3783.0
Newsite,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4,4,3190,3509.0000000000005
Boadi,No,No,Yes,No,Yes,No,Yes,Yes,No,1,1,6440,8372.0
Kotei,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,3,4250,5950.0
Campus,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,3,3,4150,6640.0
Campus,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,1,1,6690,10704.0
Ayeduase,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,4,3430,5145.0
Ayeduase,No,Yes,No,No,No,Yes,Yes,No,No,4,4,2850,4275.0
Atonsu,No,No,Yes,No,No,No,Yes,No,No,2,2,4200,5460.0
Campus,No,No,Yes,Yes,No,No,No,Yes,Yes,1,1,6480,10368.0
Bomsu,No,Yes,Yes,No,No,No,No,No,Yes,3,3,3820,4202.0
Tech junction,No,No,No,Yes,Yes,No,Yes,No,No,3,3,3700,4810.0
Kotei,No,Yes,No,Yes,No,Yes,Yes,No,No,4,4,2910,4073.9999999999995
Boadi,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2,2,4670,6071.0
Bomsu,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,3,3,4120,4532.0
Tech junction,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,4,4,3020,3926.0
Bomsu,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,4,4,3100,3410.0000000000005
Bomsu,No,Yes,No,No,No,Yes,No,No,No,2,2,4250,4675.0
Tech junction,No,No,Yes,No,No,No,Yes,No,Yes,2,2,4320,5616.0
Bomsu,No,Yes,Yes,No,No,No,Yes,No,Yes,3,3,3920,4312.0
Newsite,No,No,Yes,No,Yes,No,Yes,No,Yes,3,3,3860,4246.0
Tech junction,No,No,Yes,No,No,Yes,Yes,Yes,Yes,4,4,3170,4121.0
Ayeduase,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2,2,4780,7170.0
Boadi,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,3,3,4210,5473.0
Kotei,Yes,No,Yes,Yes,No,No,No,No,No,2,2,4260,5964.0
Bomsu,No,Yes,No,Yes,No,Yes,No,Yes,No,3,3,4010,4411.0
Newsite,No,Yes,No,Yes,No,No,Yes,Yes,Yes,3,3,4080,4488.0
Tech junction,No,Yes,Yes,Yes,Yes,No,Yes,No,No,2,2,4400,5720.0
Bomsu,No,No,No,Yes,Yes,Yes,No,Yes,Yes,1,1,6570,7227.000000000001
Atonsu,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,4,4,3130,4069.0
Boadi,No,No,No,Yes,Yes,No,No,Yes,No,1,1,6300,8190.0
Boadi,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,6830,8879.0
Bomsu,No,No,Yes,No,No,Yes,Yes,Yes,Yes,1,1,6670,7337.000000000001
Tech junction,Yes,Yes,No,Yes,No,No,No,No,No,2,2,4260,5538.0
Campus,Yes,Yes,No,No,No,No,No,No,Yes,2,2,4320,6912.0
Kotei,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3,3,4020,5628.0
Ayeduase,Yes,No,No,Yes,No,No,Yes,Yes,No,2,2,4460,6690.0
Kotei,Yes,Yes,Yes,Yes,No,No,No,No,Yes,3,3,3980,5572.0
Bomsu,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,2,2,4730,5203.0
Kotei,Yes,No,No,No,Yes,No,No,Yes,Yes,2,2,4460,6244.0
Bomsu,No,No,Yes,Yes,No,No,No,No,Yes,3,3,3780,4158.0
Tech junction,Yes,No,No,No,Yes,No,No,Yes,No,3,3,3840,4992.0
Newsite,No,No,Yes,No,No,Yes,Yes,No,Yes,1,1,6470,7117.000000000001
Newsite,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,1,1,6710,7381.000000000001
Tech junction,No,No,Yes,No,Yes,No,Yes,No,No,3,3,3740,4862.0
Newsite,No,No,Yes,No,No,No,No,No,Yes,3,3,3720,4092.0000000000005
Bomsu,No,Yes,Yes,Yes,Yes,No,Yes,No,No,2,2,4400,4840.0
Newsite,No,No,Yes,Yes,Yes,Yes,Yes,No,No,2,2,4450,4895.0
Kotei,No,Yes,No,No,Yes,No,Yes,No,Yes,4,4,2860,4003.9999999999995
Ayeduase,Yes,Yes,No,Yes,No,No,Yes,Yes,No,1,1,6560,9840.0
Newsite,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2,2,4590,5049.0
Campus,No,No,No,No,No,Yes,No,Yes,Yes,4,4,2970,4752.0
Tech junction,Yes,No,No,Yes,No,No,No,Yes,Yes,4,4,2980,3874.0
Tech junction,No,No,No,No,Yes,No,No,Yes,No,1,1,6240,8112.0
Kotei,Yes,Yes,Yes,No,No,Yes,Yes,No,No,1,1,6550,9170.0
Kotei,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,4,4,3270,4578.0
Boadi,No,No,No,No,No,Yes,Yes,Yes,Yes,2,2,4570,5941.0
Bomsu,No,No,No,No,Yes,Yes,No,Yes,No,4,4,2890,3179.0000000000005
Ayeduase,Yes,Yes,No,Yes,Yes,No,No,Yes,No,4,4,3000,4500.0
Ayeduase,No,No,No,Yes,Yes,Yes,Yes,Yes,No,4,4,3050,4575.0
Kotei,Yes,Yes,No,No,No,Yes,No,Yes,Yes,4,4,3170,4438.0
Bomsu,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1,1,6520,7172.000000000001
Atonsu,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,1,1,6630,8619.0
Kotei,Yes,No,No,Yes,No,No,No,Yes,Yes,2,2,4480,6272.0
Tech junction,No,No,Yes,No,Yes,No,Yes,No,No,3,3,3740,4862.0
Bomsu,Yes,No,No,Yes,No,No,No,Yes,Yes,4,4,2980,3278.0000000000005
Newsite,No,Yes,No,Yes,No,No,Yes,No,Yes,3,3,3880,4268.0
Newsite,Yes,No,No,No,No,Yes,Yes,No,Yes,1,1,6470,7117.000000000001
Ayeduase,No,No,No,No,Yes,Yes,Yes,No,Yes,4,4,2910,4365.0
Boadi,Yes,No,No,No,Yes,Yes,No,Yes,Yes,1,1,6610,8593.0
Boadi,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,2,2,4660,6058.0
Boadi,Yes,No,Yes,No,No,Yes,No,Yes,No,2,2,4550,5915.0
Atonsu,Yes,Yes,Yes,No,No,Yes,No,Yes,No,2,2,4650,6045.0
Tech junction,No,Yes,No,No,Yes,Yes,No,Yes,No,1,1,6490,8437.0
Newsite,No,No,No,Yes,No,Yes,Yes,No,Yes,1,1,6430,7073.000000000001
Boadi,Yes,No,Yes,No,No,No,Yes,Yes,No,3,3,4000,5200.0
Atonsu,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,6930,9009.0
Bomsu,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,3,3,4170,4587.0
Ayeduase,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,4,3170,4755.0
Tech junction,Yes,Yes,Yes,No,No,Yes,No,No,Yes,3,3,4070,5291.0
Boadi,Yes,Yes,No,Yes,No,Yes,No,Yes,No,1,1,6610,8593.0
Campus,No,Yes,No,Yes,Yes,No,Yes,No,Yes,1,1,6420,10272.0
Bomsu,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,3,3,4120,4532.0
Ayeduase,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2,2,4570,6855.0
Tech junction,Yes,No,No,No,Yes,Yes,Yes,No,Yes,4,4,3010,3913.0
Tech junction,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,3370,4381.0
Atonsu,Yes,No,Yes,No,No,Yes,Yes,No,Yes,4,4,3070,3991.0
Newsite,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,3,3,4110,4521.0
Tech junction,No,No,Yes,No,Yes,No,Yes,No,No,2,2,4240,5512.0
Bomsu,No,Yes,No,No,No,No,No,No,No,4,4,2600,2860.0000000000005
Atonsu,No,No,No,Yes,Yes,Yes,No,No,Yes,1,1,6370,8281.0
Tech junction,Yes,Yes,No,Yes,Yes,No,No,Yes,No,2,2,4500,5850.0
Kotei,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,2,2,4710,6594.0
Ayeduase,No,No,No,Yes,No,Yes,No,No,No,4,4,2710,4065.0
Boadi,Yes,Yes,Yes,Yes,No,No,No,No,No,4,4,2860,3718.0
Newsite,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,2,4570,5027.0
Campus,No,No,No,No,Yes,Yes,Yes,No,Yes,2,2,4410,7056.0
Ayeduase,No,No,No,No,No,Yes,Yes,No,No,2,2,4250,6375.0
Tech junction,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,2,2,4600,5980.0
Boadi,Yes,Yes,No,No,No,No,Yes,No,Yes,1,1,6420,8346.0
Newsite,No,Yes,No,No,No,Yes,Yes,Yes,Yes,4,4,3170,3487.0000000000005
Boadi,Yes,No,No,No,No,No,Yes,Yes,Yes,4,4,3020,3926.0
Atonsu,No,No,No,No,Yes,Yes,No,No,No,1,1,6190,8047.0
Newsite,No,No,No,No,No,No,Yes,Yes,Yes,4,4,2920,3212.0000000000005
Bomsu,No,No,No,Yes,No,No,Yes,Yes,No,3,3,3860,4246.0
Newsite,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4,4,3310,3641.0000000000005
Tech junction,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,1,6710,8723.0
Campus,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,3,3,4130,6608.0
Kotei,Yes,Yes,Yes,Yes,No,No,No,No,No,4,4,2860,4003.9999999999995
Atonsu,No,Yes,No,No,Yes,Yes,Yes,No,Yes,1,1,6510,8463.0
Atonsu,Yes,Yes,No,Yes,No,No,No,Yes,No,4,4,2960,3848.0
Boadi,Yes,No,No,No,Yes,No,No,No,No,4,4,2640,3432.0
Boadi,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1,1,6400,8320.0
Atonsu,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,4,3010,3913.0
Kotei,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4,4,3330,4662.0
Bomsu,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,1,1,6670,7337.000000000001
Campus,Yes,Yes,No,No,Yes,No,Yes,Yes,No,1,1,6540,10464.0
Newsite,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2,2,4620,5082.0
Bomsu,No,Yes,No,No,No,No,Yes,Yes,No,3,3,3900,4290.0
Newsite,No,No,Yes,No,No,Yes,No,Yes,No,1,1,6450,7095.000000000001
